kfl00001_0060	Cre12.g484700
kfl00019_0020	Cre12.g496800
kfl00019_0030	Cre02.g096350
kfl00019_0050	Cre04.g225700
kfl00019_0060	Cre08.g359100
kfl00019_0070	Cre02.g093500
kfl00019_0080	Cre03.g186300
kfl00019_0090	Cre12.g492300
kfl00019_0100	Cre12.g522550
kfl00019_0110	Cre08.g362700
kfl00019_0120	Cre02.g110400
kfl00019_0130	Cre13.g582250
kfl00019_0140	Cre09.g390319
kfl00019_0150	Cre17.g709950
kfl00019_0190	Cre07.g355700
kfl00019_0230	Cre07.g323000
kfl00019_0250	Cre16.g662150
kfl00019_0280	Cre07.g349950
kfl00019_0300	Cre07.g354551
kfl00019_0310	Cre33.g759047
kfl00019_0320	Cre02.g095092
kfl00019_0330	Cre07.g357350
kfl00019_0340	Cre09.g399215
kfl00019_0350	Cre12.g543900
kfl00019_g38	Cre17.g715200
kfl00019_0360	Cre02.g142186
kfl00019_0370	Cre02.g102500
kfl00019_0390	Cre01.g005001
kfl00019_g43	Cre17.g728700
kfl00019_0400	Cre17.g728700
kfl00019_0410	Cre02.g095147
kfl00019_0420	Cre09.g401600
kfl00019_0430	Cre11.g468383
kfl00019_0440	Cre02.g105350
kfl00019_0450	Cre10.g420750
kfl00019_0460	Cre08.g385750
kfl00019_0470	Cre11.g478156
kfl00019_0480	Cre07.g355500
kfl00019_0490	Cre17.g730600
kfl00019_0495	Cre17.g730550
kfl00019_0540	Cre12.g549300
kfl00019_0550	Cre11.g467738
kfl00019_0560	Cre06.g293700
kfl00019_0570	Cre17.g746897
kfl00019_0590	Cre14.g615050
kfl00019_0620	Cre17.g698800
kfl00019_0630	Cre06.g311600
kfl00019_0650	Cre09.g408100
kfl00020_0010	Cre07.g340200
kfl00020_0020	Cre05.g242400
kfl00020_0040	Cre03.g172100
kfl00020_0050	Cre12.g556228
kfl00020_0060	Cre17.g739300
kfl00020_0070	Cre02.g076250
kfl00020_0140	Cre03.g175000
kfl00020_0150	Cre05.g239978
kfl00020_0160	Cre17.g741550
kfl00020_0170	Cre03.g173850
kfl00020_0180	Cre14.g613700
kfl00020_0190	Cre16.g685650
kfl00020_0200	Cre16.g685650
kfl00020_0220	Cre03.g197600
kfl00020_0230	Cre01.g007811
kfl00020_0240	Cre11.g467668
kfl00020_0250	Cre05.g237050
kfl00020_0260	Cre11.g468300
kfl00020_0290	Cre10.g437150
kfl00020_0300	Cre04.g231516
kfl00020_0320	Cre06.g291700
kfl00020_0330	Cre01.g003500
kfl00020_0350	Cre02.g144005
kfl00020_0360	Cre03.g174500
kfl00020_0370	Cre14.g624350
kfl00020_0380	Cre07.g353300
kfl00020_0390	Cre12.g511400
kfl00020_0400	Cre04.g216600
kfl00020_0410	Cre12.g559050
kfl00020_0420	Cre02.g106250
kfl00020_0440	Cre09.g413500
kfl00020_0450	Cre08.g375700
kfl00020_0460	Cre12.g546900
kfl00020_0480	Cre07.g349100
kfl00020_0500	Cre04.g215850
kfl00020_0530	Cre02.g108450
kfl00020_0550	Cre06.g291650
kfl00020_0580	Cre16.g660800
kfl00020_0590	Cre04.g230340
kfl00020_0615	Cre12.g561350
kfl00020_0620	Cre17.g704700
kfl00020_0640	Cre10.g423300
kfl00020_0650	Cre03.g200543
kfl00020_0660	Cre07.g314900
kfl00021_0010	Cre02.g095750
kfl00021_0030	Cre06.g262000
kfl00021_0040	Cre17.g702200
kfl00021_0050	Cre10.g444900
kfl00021_0060	Cre03.g182750
kfl00021_0070	Cre01.g005550
kfl00021_0090	Cre06.g292000
kfl00021_0100	Cre12.g487200
kfl00021_0120	Cre03.g181150
kfl00021_0130	Cre01.g037700
kfl00021_0140	Cre03.g173900
kfl00021_0150	Cre03.g178550
kfl00021_0170	Cre12.g556750
kfl00021_0220	Cre01.g048150
kfl00021_0230	Cre12.g508550
kfl00021_0240	Cre13.g572150
kfl00021_0250	Cre12.g508644
kfl00021_0280	Cre09.g408500
kfl00021_0300	Cre01.g031650
kfl00021_0310	Cre06.g278252
kfl00021_0330	Cre04.g212401
kfl00021_0340	Cre07.g348550
kfl00021_0360	Cre13.g567850
kfl00021_0370	Cre01.g012700
kfl00021_0380	Cre08.g358543
kfl00021_0390	Cre16.g694950
kfl00021_0400	Cre16.g657300
kfl00021_0420	Cre07.g355600
kfl00021_0430	Cre01.g012650
kfl00021_0460	Cre01.g053500
kfl00021_0470	Cre09.g401300
kfl00021_0480	Cre13.g571200
kfl00021_0490	Cre06.g258000
kfl00021_0500	Cre03.g169400
kfl00021_0510	Cre17.g745697
kfl00021_0520	Cre06.g297400
kfl00021_0530	Cre12.g511400
kfl00021_0570	Cre10.g425300
kfl00022_0060	Cre03.g177250
kfl00022_0080	Cre06.g292750
kfl00022_0090	Cre12.g518550
kfl00022_0100	Cre12.g512200
kfl00022_0105	Cre17.g720183
kfl00022_0140	Cre12.g536000
kfl00022_0160	Cre17.g724700
kfl00022_0180	Cre16.g686846
kfl00022_0190	Cre04.g213000
kfl00022_0200	Cre06.g276700
kfl00022_0210	Cre06.g290000
kfl00022_0220	Cre01.g019250
kfl00022_0240	Cre10.g444450
kfl00022_0250	Cre06.g251800
kfl00022_0270	Cre03.g152400
kfl00022_0280	Cre04.g227400
kfl00022_0300	Cre16.g675861
kfl00022_0330	Cre02.g095143
kfl00022_0340	Cre06.g278116
kfl00022_0350	Cre03.g186150
kfl00022_0360	Cre06.g278168
kfl00022_0380	Cre06.g258400
kfl00022_0420	Cre03.g195200
kfl00022_0470	Cre11.g467687
kfl00022_0500	Cre01.g019000
kfl00022_0510	Cre06.g252700
kfl00022_0520	Cre04.g227600
kfl00022_0530	Cre11.g467646
kfl00023_0010	Cre12.g542202
kfl00023_0040	Cre03.g146707
kfl00023_0050	Cre10.g418851
kfl00023_0070	Cre10.g452050
kfl00023_0080	Cre12.g522350
kfl00023_0090	Cre10.g459200
kfl00023_0100	Cre01.g001350
kfl00023_0120	Cre09.g400100
kfl00023_0130	Cre09.g393173
kfl00023_0140	Cre10.g423500
kfl00023_0155	Cre06.g306000
kfl00023_0180	Cre12.g558650
kfl00023_0190	Cre04.g212350
kfl00023_0200	Cre17.g725200
kfl00023_0210	Cre06.g260050
kfl00023_0220	Cre02.g116900
kfl00023_0240	Cre11.g479800
kfl00023_0270	Cre02.g143250
kfl00023_0280	Cre16.g672200
kfl00023_0300	Cre01.g018100
kfl00023_0310	Cre05.g238900
kfl00023_0320	Cre01.g002250
kfl00023_0330	Cre07.g351450
kfl00023_0370	Cre14.g625600
kfl00023_0380	Cre03.g207502
kfl00023_0390	Cre16.g675602
kfl00023_0420	Cre14.g624350
kfl00023_0430	Cre02.g084300
kfl00023_0450	Cre10.g433550
kfl00023_0460	Cre13.g562300
kfl00023_0480	Cre13.g562300
kfl00024_0010	Cre11.g482483
kfl00024_0020	Cre10.g457750
kfl00024_0030	Cre09.g386732
kfl00024_0040	Cre13.g589650
kfl00024_0090	Cre07.g339700
kfl00024_0100	Cre10.g457000
kfl00024_0150	Cre12.g523500
kfl00024_0170	Cre03.g151250
kfl00024_0190	Cre03.g151250
kfl00024_0200	Cre13.g606350
kfl00024_0210	Cre02.g087950
kfl00024_0220	Cre07.g325600
kfl00024_0230	Cre02.g074650
kfl00024_0250	Cre02.g142352
kfl00024_0270	Cre11.g469450
kfl00024_0290	Cre09.g405500
kfl00024_0390	Cre11.g467682
kfl00024_0400	Cre12.g508150
kfl00024_0440	Cre03.g166550
kfl00024_0460	Cre02.g143600
kfl00024_0490	Cre02.g113550
kfl00024_0500	Cre16.g650500
kfl00024_0525	Cre12.g488100
kfl00024_0530	Cre16.g659600
kfl00025_0040	Cre04.g217929
kfl00025_0050	Cre06.g268550
kfl00025_0060	Cre16.g674534
kfl00025_0070	Cre02.g073700
kfl00025_0080	Cre14.g627488
kfl00025_0090	Cre07.g353100
kfl00025_0100	Cre12.g537641
kfl00025_0110	Cre10.g431850
kfl00025_0120	Cre10.g456750
kfl00025_0140	Cre03.g187200
kfl00025_0150	Cre10.g441450
kfl00025_0160	Cre09.g398300
kfl00025_0170	Cre04.g212500
kfl00025_0190	Cre10.g421200
kfl00025_0200	Cre12.g503800
kfl00025_0210	Cre13.g565260
kfl00025_0220	Cre12.g494050
kfl00025_0230	Cre01.g016514
kfl00025_0250	Cre02.g093975
kfl00025_0260	Cre03.g179400
kfl00025_0300	Cre14.g611200
kfl00025_0340	Cre16.g671000
kfl00025_0370	Cre03.g189605
kfl00025_0400	Cre03.g189605
kfl00025_0430	Cre01.g044650
kfl00025_0440	Cre06.g278222
kfl00025_0450	Cre01.g024400
kfl00025_0470	Cre09.g397350
kfl00025_0480	Cre02.g097050
kfl00025_0490	Cre01.g034050
kfl00025_0505	Cre14.g613400
kfl00025_0530	Cre06.g303650
kfl00025_0560	Cre10.g457750
kfl00026_0020	Cre03.g197400
kfl00026_0030	Cre16.g687450
kfl00026_0040	Cre09.g394750
kfl00026_0050	Cre12.g542800
kfl00026_0060	Cre03.g169250
kfl00026_0080	Cre11.g467559
kfl00026_0090	Cre09.g397993
kfl00026_0110	Cre14.g624600
kfl00026_0130	Cre03.g171100
kfl00026_0140	Cre06.g269250
kfl00026_0150	Cre13.g584700
kfl00026_0180	Cre02.g095000
kfl00026_0190	Cre17.g706300
kfl00026_0210	Cre11.g467523
kfl00026_0220	Cre13.g584200
kfl00026_0230	Cre13.g584200
kfl00026_0240	Cre24.g755497
kfl00026_0260	Cre08.g380400
kfl00026_0270	Cre06.g294850
kfl00026_0290	Cre02.g074150
kfl00026_0310	Cre12.g561350
kfl00026_0330	Cre07.g325050
kfl00026_0340	Cre12.g550900
kfl00026_0350	Cre03.g151450
kfl00026_0355	Cre03.g169250
kfl00026_0360	Cre12.g546400
kfl00026_0370	Cre12.g553750
kfl00026_0380	Cre17.g721900
kfl00026_0390	Cre13.g566200
kfl00026_0400	Cre03.g193250
kfl00026_0410	Cre09.g407450
kfl00026_0440	Cre06.g265000
kfl00026_0470	Cre16.g670950
kfl00026_0500	Cre08.g364751
kfl00026_0530	Cre16.g688050
kfl00026_0540	Cre03.g197100
kfl00026_0550	Cre03.g197750
kfl00026_0560	Cre03.g192350
kfl00026_0570	Cre01.g040850
kfl00027_0040	Cre11.g467644
kfl00027_0050	Cre12.g510650
kfl00027_g6	Cre01.g010500
kfl00027_0060	Cre06.g260600
kfl00027_0120	Cre06.g297750
kfl00027_0130	Cre12.g532050
kfl00027_0160	Cre03.g172000
kfl00027_0180	Cre04.g226150
kfl00027_0190	Cre12.g550400
kfl00027_0200	Cre02.g108550
kfl00027_0230	Cre16.g649650
kfl00027_0240	Cre09.g417150
kfl00027_0260	Cre03.g182100
kfl00027_0270	Cre10.g436800
kfl00027_0290	Cre16.g677250
kfl00027_0300	Cre02.g093401
kfl00027_0310	Cre06.g300850
kfl00027_0340	Cre01.g039200
kfl00027_0350	Cre14.g631200
kfl00027_0360	Cre01.g049600
kfl00027_0370	Cre02.g146050
kfl00027_0380	Cre01.g043050
kfl00027_0390	Cre10.g460300
kfl00027_0400	Cre09.g390800
kfl00027_0420	Cre01.g016950
kfl00027_0440	Cre03.g200431
kfl00027_0460	Cre09.g404350
kfl00027_0480	Cre17.g714900
kfl00027_0490	Cre07.g315750
kfl00027_0500	Cre07.g315750
kfl00027_0510	Cre03.g182050
kfl00027_0520	Cre01.g015000
kfl00027_g54	Cre03.g164101
kfl00027_0530	Cre14.g609030
kfl00027_0540	Cre10.g442750
kfl00027_0550	Cre11.g467779
kfl00028_0020	Cre08.g376200
kfl00028_0030	Cre12.g512300
kfl00028_0050	Cre14.g627350
kfl00028_0070	Cre12.g510400
kfl00028_0080	Cre12.g532050
kfl00028_0110	Cre09.g398845
kfl00028_0120	Cre06.g248950
kfl00028_0130	Cre10.g465250
kfl00028_0150	Cre06.g260250
kfl00028_0160	Cre06.g279000
kfl00028_0170	Cre06.g252800
kfl00028_0200	Cre02.g142266
kfl00028_0210	Cre03.g177750
kfl00028_0220	Cre13.g566200
kfl00028_0230	Cre03.g156600
kfl00028_0250	Cre08.g358532
kfl00028_0260	Cre16.g684155
kfl00028_0270	Cre11.g467745
kfl00028_0290	Cre02.g145200
kfl00028_0300	Cre13.g592150
kfl00028_0310	Cre02.g096100
kfl00028_0340	Cre10.g464264
kfl00028_0350	Cre16.g678213
kfl00028_0380	Cre12.g505300
kfl00028_0390	Cre01.g048400
kfl00028_0400	Cre12.g507400
kfl00028_0410	Cre12.g520650
kfl00028_0420	Cre17.g717400
kfl00028_0430	Cre07.g342150
kfl00028_0460	Cre08.g372400
kfl00028_0470	Cre04.g218100
kfl00028_0480	Cre16.g684150
kfl00028_0490	Cre16.g688526
kfl00028_0500	Cre07.g315750
kfl00028_0510	Cre06.g311150
kfl00028_0520	Cre16.g657850
kfl00028_0530	Cre01.g044600
kfl00028_0540	Cre12.g520650
kfl00028_g56	Cre03.g180350
kfl00028_0550	Cre13.g576350
kfl00028_0560	Cre15.g640101
kfl00029_0010	Cre03.g195500
kfl00029_0020	Cre08.g360564
kfl00029_0040	Cre02.g074150
kfl00029_0050	Cre10.g434250
kfl00029_0060	Cre02.g114400
kfl00029_0070	Cre03.g143887
kfl00029_0080	Cre02.g077300
kfl00029_0100	Cre11.g478128
kfl00029_0110	Cre02.g147900
kfl00029_0120	Cre12.g516500
kfl00029_0130	Cre02.g074150
kfl00029_0150	Cre02.g095077
kfl00029_0160	Cre16.g660000
kfl00029_0170	Cre13.g565800
kfl00029_0180	Cre16.g665800
kfl00029_0200	Cre03.g166050
kfl00029_0250	Cre05.g247550
kfl00029_0260	Cre05.g230600
kfl00029_0270	Cre03.g178650
kfl00029_0280	Cre02.g118900
kfl00029_0290	Cre12.g537641
kfl00029_0300	Cre04.g212050
kfl00029_0340	Cre05.g247000
kfl00029_0350	Cre07.g345400
kfl00029_0360	Cre12.g537641
kfl00029_0380	Cre10.g446700
kfl00029_0400	Cre16.g681354
kfl00029_0410	Cre17.g702750
kfl00029_0420	Cre13.g602650
kfl00029_g44	Cre07.g315750
kfl00029_0430	Cre06.g286250
kfl00029_0450	Cre12.g556150
kfl00029_0470	Cre01.g007200
kfl00029_0490	Cre02.g108100
kfl00029_0500	Cre11.g467630
kfl00029_0520	Cre11.g467630
kfl00030_0020	Cre02.g088000
kfl00030_0040	Cre08.g364600
kfl00030_0050	Cre01.g002750
kfl00030_0060	Cre17.g697650
kfl00030_0070	Cre12.g492200
kfl00030_0080	Cre09.g399200
kfl00030_0090	Cre09.g415700
kfl00030_0120	Cre01.g000650
kfl00030_0130	Cre11.g475850
kfl00030_0140	Cre02.g144550
kfl00030_0160	Cre02.g142627
kfl00030_0180	Cre06.g251400
kfl00030_0190	Cre14.g633550
kfl00030_0210	Cre13.g573150
kfl00030_0220	Cre13.g607650
kfl00030_0230	Cre17.g729850
kfl00030_0240	Cre13.g584750
kfl00030_0250	Cre12.g495100
kfl00030_0260	Cre17.g716850
kfl00030_0270	Cre12.g508150
kfl00030_0280	Cre17.g708800
kfl00030_0290	Cre07.g336850
kfl00030_0300	Cre03.g164950
kfl00030_0310	Cre03.g194950
kfl00030_0320	Cre01.g049350
kfl00030_0330	Cre13.g583600
kfl00030_0340	Cre16.g684300
kfl00030_0360	Cre07.g339200
kfl00030_0370	Cre03.g197750
kfl00030_0380	Cre17.g733650
kfl00030_0410	Cre03.g160400
kfl00030_0420	Cre10.g444900
kfl00030_0430	Cre13.g592500
kfl00030_0460	Cre03.g204300
kfl00030_0470	Cre14.g629300
kfl00031_0030	Cre06.g256500
kfl00031_0040	Cre14.g615500
kfl00031_0050	Cre17.g725100
kfl00031_0060	Cre03.g159500
kfl00031_0080	Cre09.g390875
kfl00031_0090	Cre02.g097334
kfl00031_0100	Cre04.g228000
kfl00031_0110	Cre17.g724550
kfl00031_0130	Cre17.g718350
kfl00031_0150	Cre03.g204601
kfl00031_0180	Cre02.g092284
kfl00031_0190	Cre17.g724150
kfl00031_0200	Cre01.g032250
kfl00031_0210	Cre01.g051450
kfl00031_0230	Cre02.g111950
kfl00031_0235	Cre16.g659400
kfl00031_0240	Cre12.g559200
kfl00031_0250	Cre16.g650550
kfl00031_0260	Cre01.g051400
kfl00031_0270	Cre06.g300650
kfl00031_0280	Cre03.g145687
kfl00031_0290	Cre01.g041000
kfl00031_0330	Cre09.g412850
kfl00031_0340	Cre06.g301150
kfl00031_0350	Cre03.g167400
kfl00031_0360	Cre17.g747647
kfl00031_0370	Cre10.g466350
kfl00031_0390	Cre16.g669950
kfl00031_0400	Cre17.g726400
kfl00031_0410	Cre16.g688050
kfl00031_0420	Cre05.g233950
kfl00031_0430	Cre17.g733300
kfl00031_0440	Cre03.g204750
kfl00031_0450	Cre03.g168550
kfl00031_0470	Cre09.g412750
kfl00031_0480	Cre01.g049550
kfl00031_0490	Cre10.g448500
kfl00031_0500	Cre16.g656950
kfl00031_0510	Cre17.g741150
kfl00032_0070	Cre14.g618400
kfl00032_0080	Cre03.g159750
kfl00032_0090	Cre02.g115200
kfl00032_0110	Cre17.g719550
kfl00032_0120	Cre06.g269050
kfl00032_0130	Cre01.g028350
kfl00032_0140	Cre01.g012300
kfl00032_0150	Cre03.g156050
kfl00032_0160	Cre06.g249150
kfl00032_0190	Cre06.g306550
kfl00032_0200	Cre17.g734350
kfl00032_0210	Cre06.g269100
kfl00032_0220	Cre08.g379550
kfl00032_0230	Cre17.g703600
kfl00032_0240	Cre01.g021450
kfl00032_0270	Cre06.g268550
kfl00032_0290	Cre03.g146227
kfl00032_0300	Cre07.g318600
kfl00032_0310	Cre17.g715950
kfl00032_0320	Cre06.g279150
kfl00032_0350	Cre10.g432000
kfl00032_0360	Cre06.g273000
kfl00032_0370	Cre09.g410700
kfl00032_0380	Cre17.g728100
kfl00032_0390	Cre01.g043700
kfl00032_0410	Cre10.g448500
kfl00032_0420	Cre10.g448450
kfl00032_0430	Cre10.g448500
kfl00032_0440	Cre06.g303900
kfl00032_0450	Cre13.g582476
kfl00032_0480	Cre17.g738200
kfl00032_0490	Cre03.g151850
kfl00032_0510	Cre16.g691900
kfl00033_0010	Cre03.g176800
kfl00033_0050	Cre02.g117150
kfl00033_0060	Cre09.g391500
kfl00033_0080	Cre01.g007850
kfl00033_0120	Cre16.g666100
kfl00033_0130	Cre12.g537100
kfl00033_0140	Cre09.g388134
kfl00033_0150	Cre04.g211600
kfl00033_0170	Cre03.g184700
kfl00033_0180	Cre02.g103100
kfl00033_0210	Cre18.g749697
kfl00033_0220	Cre03.g191200
kfl00033_0230	Cre12.g517451
kfl00033_0260	Cre01.g026900
kfl00033_0290	Cre12.g519100
kfl00033_0300	Cre11.g468450
kfl00033_0310	Cre07.g316850
kfl00033_0330	Cre12.g560250
kfl00033_0350	Cre09.g396475
kfl00033_0400	Cre02.g096000
kfl00033_0410	Cre05.g236050
kfl00034_0020	Cre09.g386113
kfl00034_0030	Cre07.g326600
kfl00034_0040	Cre06.g307150
kfl00034_0050	Cre12.g558100
kfl00034_0060	Cre01.g014350
kfl00034_0070	Cre11.g476900
kfl00034_0080	Cre04.g224500
kfl00034_0085	Cre04.g224500
kfl00034_0100	Cre06.g286800
kfl00034_0110	Cre13.g570250
kfl00034_0120	Cre10.g466250
kfl00034_0130	Cre06.g278350
kfl00034_0140	Cre16.g673852
kfl00034_0150	Cre11.g477200
kfl00034_0160	Cre10.g424500
kfl00034_0170	Cre16.g694202
kfl00034_0180	Cre02.g099500
kfl00034_0200	Cre02.g097900
kfl00034_0210	Cre05.g238950
kfl00034_0220	Cre10.g461000
kfl00034_0230	Cre10.g452650
kfl00034_0240	Cre03.g157700
kfl00034_0260	Cre02.g144550
kfl00034_0270	Cre02.g095142
kfl00034_0280	Cre12.g524550
kfl00034_0300	Cre06.g260350
kfl00034_0310	Cre11.g476250
kfl00034_0320	Cre07.g343850
kfl00034_0330	Cre03.g196651
kfl00034_0350	Cre10.g466450
kfl00034_0370	Cre06.g268600
kfl00034_0380	Cre15.g636450
kfl00034_0390	Cre06.g300750
kfl00034_0420	Cre08.g373050
kfl00034_0460	Cre14.g629300
kfl00035_0050	Cre09.g404650
kfl00035_0060	Cre06.g306800
kfl00035_0070	Cre13.g571200
kfl00035_0080	Cre01.g054250
kfl00035_0090	Cre06.g295400
kfl00035_0100	Cre01.g012650
kfl00035_0110	Cre06.g308400
kfl00035_0130	Cre16.g679400
kfl00035_0140	Cre17.g715300
kfl00035_0160	Cre13.g564050
kfl00035_0175	Cre12.g511950
kfl00035_0180	Cre07.g326800
kfl00035_0190	Cre17.g741150
kfl00035_0200	Cre17.g732300
kfl00035_0220	Cre12.g518200
kfl00035_0225	Cre05.g248100
kfl00035_0230	Cre05.g248100
kfl00035_0250	Cre13.g607750
kfl00035_0260	Cre02.g106600
kfl00035_0270	Cre12.g511700
kfl00035_0280	Cre02.g143850
kfl00035_0330	Cre06.g285150
kfl00035_0350	Cre16.g653850
kfl00035_0360	Cre02.g098250
kfl00035_0380	Cre03.g149100
kfl00036_0020	Cre06.g277650
kfl00036_0030	Cre07.g325150
kfl00036_0040	Cre08.g375700
kfl00036_0080	Cre12.g516400
kfl00036_0100	Cre11.g476700
kfl00036_0120	Cre12.g524500
kfl00036_0130	Cre04.g213100
kfl00036_0150	Cre13.g566850
kfl00036_0160	Cre17.g740470
kfl00036_0170	Cre08.g375000
kfl00036_0190	Cre03.g206800
kfl00036_0210	Cre13.g583550
kfl00036_0250	Cre10.g462300
kfl00036_0260	Cre16.g694202
kfl00036_0270	Cre16.g654600
kfl00036_0280	Cre11.g467633
kfl00036_0290	Cre01.g007774
kfl00036_0310	Cre02.g082500
kfl00036_0330	Cre07.g345150
kfl00036_0340	Cre01.g047650
kfl00036_0350	Cre13.g580050
kfl00036_0360	Cre16.g650151
kfl00036_0375	Cre12.g540051
kfl00036_0380	Cre01.g015250
kfl00036_0390	Cre19.g750597
kfl00036_g43	Cre11.g467722
kfl00036_g44	Cre01.g021850
kfl00036_0400	Cre16.g690879
kfl00037_0020	Cre03.g145227
kfl00037_0030	Cre16.g682050
kfl00037_0040	Cre06.g301650
kfl00037_0050	Cre02.g118250
kfl00037_0060	Cre02.g079600
kfl00037_0070	Cre04.g221200
kfl00037_0080	Cre06.g252550
kfl00037_0100	Cre07.g332550
kfl00037_0110	Cre10.g426152
kfl00037_0130	Cre05.g230600
kfl00037_0140	Cre09.g390282
kfl00037_0150	Cre09.g392692
kfl00037_0190	Cre06.g273050
kfl00037_0200	Cre16.g673953
kfl00037_0210	Cre09.g386750
kfl00037_0230	Cre16.g676400
kfl00037_0250	Cre01.g051700
kfl00037_0260	Cre02.g116450
kfl00037_0270	Cre03.g144084
kfl00037_0280	Cre10.g454400
kfl00037_0290	Cre11.g467567
kfl00037_0300	Cre14.g630895
kfl00037_0310	Cre02.g085257
kfl00037_0330	Cre08.g367800
kfl00037_0370	Cre06.g305050
kfl00037_0380	Cre13.g572200
kfl00037_0400	Cre06.g268450
kfl00037_0420	Cre05.g242900
kfl00038_0010	Cre16.g652100
kfl00038_0020	Cre05.g242500
kfl00038_0030	Cre14.g617500
kfl00038_0040	Cre06.g278105
kfl00038_0060	Cre03.g155350
kfl00038_0070	Cre16.g679669
kfl00038_0080	Cre12.g498250
kfl00038_0090	Cre16.g664250
kfl00038_0100	Cre06.g278500
kfl00038_0110	Cre06.g263300
kfl00038_0120	Cre12.g522550
kfl00038_0130	Cre01.g021251
kfl00038_0170	Cre07.g325150
kfl00038_0180	Cre13.g587450
kfl00038_0190	Cre13.g571200
kfl00038_0210	Cre01.g022000
kfl00038_0225	Cre08.g364100
kfl00038_0230	Cre02.g142266
kfl00038_0240	Cre08.g359750
kfl00038_0250	Cre12.g531600
kfl00038_0260	Cre01.g015250
kfl00038_0270	Cre06.g294000
kfl00038_0280	Cre03.g207900
kfl00038_0290	Cre08.g364800
kfl00038_0300	Cre01.g026450
kfl00038_0310	Cre06.g284000
kfl00038_0330	Cre11.g467770
kfl00038_0340	Cre06.g272850
kfl00038_0350	Cre06.g255400
kfl00038_0360	Cre03.g178550
kfl00039_0030	Cre09.g397364
kfl00039_0040	Cre03.g180850
kfl00039_0080	Cre06.g285150
kfl00039_0090	Cre13.g606750
kfl00039_0120	Cre15.g640800
kfl00039_0130	Cre01.g013500
kfl00039_g14	Cre13.g580900
kfl00039_0160	Cre09.g391097
kfl00039_0170	Cre13.g589300
kfl00039_0200	Cre05.g241650
kfl00039_0210	Cre10.g432850
kfl00039_0220	Cre12.g496950
kfl00039_0230	Cre03.g168350
kfl00039_0240	Cre10.g423950
kfl00039_0250	Cre12.g537581
kfl00039_0260	Cre07.g325000
kfl00039_0270	Cre13.g575333
kfl00039_0280	Cre16.g664801
kfl00039_0290	Cre03.g189000
kfl00039_0300	Cre09.g409100
kfl00039_0310	Cre16.g671050
kfl00039_0325	Cre16.g674515
kfl00039_0330	Cre06.g272050
kfl00039_0350	Cre06.g304300
kfl00039_0360	Cre02.g076400
kfl00039_0390	Cre12.g540750
kfl00039_0400	Cre15.g637100
kfl00039_0410	Cre12.g527600
kfl00039_0420	Cre10.g429100
kfl00039_0430	Cre06.g261000
kfl00039_0440	Cre06.g261000
kfl00039_0450	Cre12.g537500
kfl00039_0460	Cre13.g592450
kfl00040_0020	Cre13.g587500
kfl00040_0040	Cre17.g742500
kfl00040_0050	Cre16.g686000
kfl00040_0060	Cre04.g217912
kfl00040_0070	Cre05.g232850
kfl00040_0090	Cre05.g234700
kfl00040_0100	Cre04.g226950
kfl00040_0110	Cre17.g739250
kfl00040_0120	Cre07.g355150
kfl00040_0130	Cre09.g399067
kfl00040_0140	Cre03.g145907
kfl00040_0180	Cre08.g375450
kfl00040_0200	Cre01.g044700
kfl00040_0210	Cre10.g446550
kfl00040_0220	Cre07.g332786
kfl00040_0230	Cre12.g526800
kfl00040_0240	Cre06.g308850
kfl00040_0260	Cre04.g211600
kfl00040_0270	Cre16.g674964
kfl00040_0280	Cre06.g278168
kfl00040_0290	Cre02.g086750
kfl00040_0300	Cre07.g325762
kfl00040_0310	Cre12.g530050
kfl00040_0320	Cre12.g505700
kfl00040_0330	Cre06.g304350
kfl00040_0360	Cre03.g188450
kfl00040_0390	Cre02.g090100
kfl00040_0420	Cre16.g660350
kfl00040_0430	Cre02.g144700
kfl00040_0435	Cre16.g655200
kfl00041_0010	Cre02.g081050
kfl00041_0020	Cre13.g574700
kfl00041_0040	Cre03.g205249
kfl00041_0050	Cre17.g739100
kfl00041_0060	Cre12.g531900
kfl00041_0070	Cre03.g164050
kfl00041_0090	Cre14.g618400
kfl00041_0100	Cre12.g557050
kfl00041_0120	Cre02.g106350
kfl00041_0130	Cre12.g511400
kfl00041_0140	Cre01.g038550
kfl00041_0150	Cre01.g030200
kfl00041_0160	Cre16.g672850
kfl00041_g22	Cre03.g206033
kfl00041_0170	Cre09.g394850
kfl00041_0180	Cre01.g037700
kfl00041_0190	Cre06.g261450
kfl00041_0200	Cre06.g278143
kfl00041_0210	Cre05.g244800
kfl00041_0220	Cre16.g687350
kfl00041_0230	Cre13.g571200
kfl00041_0240	Cre06.g307150
kfl00041_0250	Cre14.g616750
kfl00041_0260	Cre01.g031700
kfl00041_0270	Cre10.g446850
kfl00042_0010	Cre16.g673450
kfl00042_0020	Cre03.g188300
kfl00042_0030	Cre11.g467560
kfl00042_0040	Cre17.g747647
kfl00042_0050	Cre14.g619300
kfl00042_0080	Cre12.g504350
kfl00042_0090	Cre06.g265150
kfl00042_0100	Cre10.g433100
kfl00042_0120	Cre16.g657400
kfl00042_0130	Cre09.g400738
kfl00042_0160	Cre06.g263550
kfl00042_0170	Cre06.g251250
kfl00042_0190	Cre07.g321050
kfl00042_0220	Cre06.g296500
kfl00042_0230	Cre09.g395917
kfl00042_0240	Cre01.g051950
kfl00042_0250	Cre11.g481500
