kfl00001_0060	AT5G08060
kfl00019_0140	AT3G60860
kfl00019_0150	AT5G18940
kfl00019_0160	AT3G63270
kfl00019_0170	AT1G31310
kfl00019_0190	AT2G24830
kfl00019_0210	AT5G22875
kfl00019_0220	AT1G22140
kfl00019_0230	AT5G03415
kfl00019_0240	AT1G67190
kfl00019_0250	AT3G26710
kfl00019_0260	AT5G13420
kfl00019_0270	AT3G61600
kfl00019_0280	AT1G04950
kfl00019_0290	AT2G46260
kfl00019_0295	AT3G61600
kfl00019_0320	AT5G17230
kfl00019_0330	AT4G01900
kfl00019_0350	AT3G44620
kfl00019_g38	AT3G25510
kfl00019_0360	AT2G36250
kfl00019_0370	AT2G45280
kfl00019_0380	AT2G02590
kfl00019_0390	AT2G38695
kfl00019_g43	AT2G03430
kfl00019_0400	AT3G06030
kfl00019_0410	AT1G78800
kfl00019_0420	AT2G34160
kfl00019_0430	AT4G00755
kfl00019_0440	AT4G38360
kfl00019_0450	AT1G77940
kfl00019_0460	AT2G16790
kfl00019_0470	AT4G23460
kfl00019_0480	AT5G53940
kfl00019_0490	AT4G11050
kfl00019_0495	AT4G11050
kfl00019_0530	AT3G01620
kfl00019_0540	AT4G18910
kfl00019_0550	AT3G24570
kfl00019_0560	AT4G36420
kfl00019_0570	AT2G25605
kfl00019_0580	AT1G02145
kfl00019_0590	AT3G55360
kfl00019_0620	AT1G79810
kfl00019_0630	AT4G21470
kfl00019_0640	AT1G70160
kfl00020_0010	AT5G59400
kfl00020_0020	AT2G05620
kfl00020_0040	AT1G15390
kfl00020_0050	AT5G22140
kfl00020_0060	AT1G21065
kfl00020_0070	AT2G45030
kfl00020_0140	AT3G60500
kfl00020_0160	AT1G56290
kfl00020_0170	AT5G50450
kfl00020_0190	AT5G11180
kfl00020_0200	AT1G05200
kfl00020_0220	AT3G54750
kfl00020_0240	AT4G34700
kfl00020_0250	AT5G67370
kfl00020_0260	AT4G02080
kfl00020_0290	AT2G31400
kfl00020_0300	AT5G19330
kfl00020_0330	AT5G54440
kfl00020_0350	AT1G71120
kfl00020_0360	AT5G44180
kfl00020_0370	AT5G54400
kfl00020_0380	AT5G27520
kfl00020_0390	AT5G02860
kfl00020_0400	AT5G19990
kfl00020_0410	AT2G25490
kfl00020_0420	AT5G46250
kfl00020_0440	AT1G07220
kfl00020_0460	AT5G23340
kfl00020_0480	AT3G26560
kfl00020_0500	AT2G23140
kfl00020_0510	AT2G43210
kfl00020_0520	AT3G48820
kfl00020_0530	AT2G42680
kfl00020_0550	AT4G32590
kfl00020_0580	AT2G36070
kfl00020_0615	AT4G02220
kfl00020_0620	AT2G24640
kfl00020_0640	AT5G36210
kfl00020_0650	AT5G48970
kfl00020_0660	AT2G40700
kfl00021_0010	AT5G67030
kfl00021_0020	AT2G41150
kfl00021_0030	AT1G44960
kfl00021_0040	AT1G23550
kfl00021_0050	AT5G52450
kfl00021_0070	AT2G18390
kfl00021_0090	AT1G21380
kfl00021_0100	AT1G71840
kfl00021_0110	AT3G22942
kfl00021_0120	AT4G15930
kfl00021_0130	AT2G46210
kfl00021_0140	AT2G27950
kfl00021_0150	AT2G23140
kfl00021_0170	AT4G23430
kfl00021_0200	AT2G40410
kfl00021_0220	AT3G56170
kfl00021_0230	AT2G46110
kfl00021_0240	AT3G02980
kfl00021_0250	AT2G27220
kfl00021_0270	AT5G14285
kfl00021_0280	AT5G62030
kfl00021_0300	AT3G62720
kfl00021_0310	AT1G75620
kfl00021_0320	AT3G62720
kfl00021_0330	AT1G53025
kfl00021_0340	AT5G42930
kfl00021_0360	AT3G03920
kfl00021_0370	AT3G02850
kfl00021_0390	AT4G08500
kfl00021_0400	AT5G50375
kfl00021_0420	AT2G17420
kfl00021_0430	AT4G22200
kfl00021_0460	AT2G39550
kfl00021_0470	AT4G03120
kfl00021_0480	AT5G10720
kfl00021_0490	AT5G27830
kfl00021_0500	AT2G47650
kfl00021_0510	AT4G19040
kfl00021_0520	AT4G13010
kfl00021_0530	AT5G02860
kfl00021_0570	AT5G65010
kfl00022_0050	AT5G17840
kfl00022_0080	AT4G14030
kfl00022_0100	AT5G13740
kfl00022_0105	AT3G09310
kfl00022_0140	AT1G17500
kfl00022_0160	AT3G44880
kfl00022_0180	AT2G34510
kfl00022_0190	AT4G38380
kfl00022_0200	AT5G43600
kfl00022_0210	AT4G17050
kfl00022_0220	AT1G73250
kfl00022_0250	AT1G21690
kfl00022_0270	AT2G25910
kfl00022_0280	AT5G49730
kfl00022_0290	AT2G42130
kfl00022_0300	AT3G12940
kfl00022_0310	AT3G09430
kfl00022_0330	AT5G50450
kfl00022_0340	AT2G01220
kfl00022_0350	AT1G28510
kfl00022_0380	AT1G50120
kfl00022_0390	AT3G48195
kfl00022_0420	AT4G12830
kfl00022_0460	AT5G60150
kfl00022_0470	AT4G35250
kfl00022_0480	AT4G26420
kfl00022_0490	AT5G55250
kfl00022_0500	AT2G24390
kfl00022_0510	AT2G32600
kfl00022_0520	AT4G22130
kfl00022_0530	AT5G01710
kfl00023_0010	AT3G61080
kfl00023_0020	AT4G37830
kfl00023_0030	AT1G43190
kfl00023_0040	AT3G54130
kfl00023_0050	AT5G48170
kfl00023_0060	AT2G39900
kfl00023_0070	AT3G47470
kfl00023_0080	AT3G04600
kfl00023_0090	AT5G62670
kfl00023_0100	AT1G54350
kfl00023_0120	AT4G12040
kfl00023_0130	AT3G22840
kfl00023_0140	AT2G26670
kfl00023_0155	AT3G57620
kfl00023_0180	AT5G38640
kfl00023_0200	AT1G02520
kfl00023_0220	AT2G40170
kfl00023_0230	AT3G05950
kfl00023_0240	AT2G46260
kfl00023_0250	AT4G21745
kfl00023_0260	AT2G46260
kfl00023_0265	AT3G05950
kfl00023_0270	AT5G03290
kfl00023_0300	AT3G23610
kfl00023_0310	AT3G09720
kfl00023_0320	AT1G32070
kfl00023_0330	AT2G20635
kfl00023_0370	AT4G31370
kfl00023_0380	AT3G18620
kfl00023_0390	AT1G61790
kfl00023_0420	AT3G18000
kfl00023_0430	AT3G18000
kfl00023_0450	AT5G57160
kfl00023_0460	AT2G30620
kfl00023_0480	AT2G30620
kfl00024_0010	AT3G46960
kfl00024_0020	AT4G08620
kfl00024_0040	AT3G17740
kfl00024_0080	AT5G19540
kfl00024_0090	AT3G10670
kfl00024_0100	AT5G67530
kfl00024_0130	AT5G65000
kfl00024_0150	AT4G29330
kfl00024_0170	AT1G52920
kfl00024_0190	AT1G52920
kfl00024_0200	AT4G00800
kfl00024_0220	AT3G15660
kfl00024_0230	AT3G05420
kfl00024_0250	AT3G02760
kfl00024_0260	AT3G08610
kfl00024_0270	AT2G26590
kfl00024_0290	AT2G47780
kfl00024_0300	AT4G38240
kfl00024_0320	AT3G09470
kfl00024_0350	AT2G46260
kfl00024_0370	AT4G01160
kfl00024_0390	AT4G24380
kfl00024_0400	AT1G02670
kfl00024_0430	AT3G05100
kfl00024_0450	AT5G40480
kfl00024_0460	AT3G06290
kfl00024_0500	AT1G06110
kfl00024_0525	AT1G33980
kfl00024_0530	AT1G79150
kfl00025_0040	AT3G01910
kfl00025_0050	AT3G07330
kfl00025_0060	AT3G17670
kfl00025_0070	AT2G40490
kfl00025_0080	AT1G48520
kfl00025_0100	AT1G12640
kfl00025_0110	AT3G52155
kfl00025_0120	AT1G75270
kfl00025_0130	AT5G45370
kfl00025_0140	AT4G15930
kfl00025_0150	AT3G24080
kfl00025_0170	AT5G48790
kfl00025_0180	AT2G02860
kfl00025_0190	AT4G39040
kfl00025_0200	AT3G55080
kfl00025_0210	AT1G71810
kfl00025_0220	AT4G10450
kfl00025_0230	AT3G16950
kfl00025_0250	AT5G16780
kfl00025_0280	AT5G23570
kfl00025_0300	AT5G55580
kfl00025_0310	AT4G17720
kfl00025_0340	AT5G08740
kfl00025_0350	AT4G14180
kfl00025_0360	AT2G30530
kfl00025_0370	AT2G06210
kfl00025_0400	AT2G06210
kfl00025_0430	AT1G20080
kfl00025_0440	AT1G48630
kfl00025_0450	AT5G16280
kfl00025_0470	AT1G20720
kfl00025_0480	AT2G33570
kfl00025_0505	AT4G29830
kfl00025_0510	AT3G18270
kfl00025_0530	AT1G71350
kfl00025_0560	AT3G12520
kfl00025_0600	AT5G12010
kfl00026_0020	AT1G18260
kfl00026_0030	AT4G04850
kfl00026_0040	AT5G30510
kfl00026_0050	AT5G45140
kfl00026_0080	AT5G65700
kfl00026_0090	AT1G10510
kfl00026_0110	AT3G53440
kfl00026_0130	AT1G08640
kfl00026_0150	AT1G04900
kfl00026_0160	AT5G39360
kfl00026_0180	AT2G19690
kfl00026_0190	AT1G03190
kfl00026_0220	AT4G27970
kfl00026_0230	AT1G12480
kfl00026_0240	AT2G47770
kfl00026_0260	AT3G25980
kfl00026_0270	AT1G14400
kfl00026_0290	AT2G17820
kfl00026_0310	AT2G24640
kfl00026_0330	AT5G62220
kfl00026_0340	AT4G38350
kfl00026_0370	AT5G51300
kfl00026_0380	AT1G67930
kfl00026_0390	AT2G19810
kfl00026_0400	AT2G45330
kfl00026_0410	AT1G73470
kfl00026_0440	AT5G65360
kfl00026_0450	AT5G43100
kfl00026_0470	AT5G45040
kfl00026_0510	AT2G44970
kfl00026_0530	AT3G26400
kfl00026_0540	AT4G18770
kfl00026_0550	AT4G31870
kfl00026_0560	AT1G16250
kfl00026_0580	AT3G23100
kfl00027_0040	AT1G74310
kfl00027_0050	AT1G43670
kfl00027_g6	AT3G07910
kfl00027_0060	AT5G44090
kfl00027_0120	AT5G06160
kfl00027_0130	AT5G13160
kfl00027_0150	AT1G28530
kfl00027_0160	AT1G24360
kfl00027_0180	AT2G01170
kfl00027_0190	AT5G40370
kfl00027_0200	AT2G01170
kfl00027_0220	AT3G58450
kfl00027_0230	AT3G11930
kfl00027_0240	AT1G20630
kfl00027_0260	AT2G43980
kfl00027_0280	AT4G27540
kfl00027_0300	AT1G70150
kfl00027_0330	AT1G67120
kfl00027_0340	AT3G46060
kfl00027_0360	AT5G22340
kfl00027_0370	AT5G47720
kfl00027_0380	AT1G22850
kfl00027_0390	AT3G50520
kfl00027_0420	AT3G59380
kfl00027_0430	AT2G06200
kfl00027_0440	AT5G11270
kfl00027_0450	AT5G14140
kfl00027_0460	AT3G04490
kfl00027_0470	AT2G32980
kfl00027_0480	AT4G24930
kfl00027_0490	AT3G26770
kfl00027_0500	AT3G26770
kfl00027_0510	AT2G04350
kfl00027_0520	AT3G57560
kfl00027_g54	AT2G03870
kfl00027_0530	AT5G12040
kfl00027_0540	AT5G24870
kfl00027_0550	AT3G55260
kfl00028_0020	AT5G35430
kfl00028_0030	AT1G67560
kfl00028_0050	AT2G25737
kfl00028_0060	AT1G10390
kfl00028_0070	AT5G17170
kfl00028_0080	AT4G22130
kfl00028_0100	AT1G31910
kfl00028_0110	AT4G33625
kfl00028_0120	AT5G50450
kfl00028_0150	AT4G31040
kfl00028_0160	AT4G31300
kfl00028_0170	AT3G14360
kfl00028_0200	AT1G31800
kfl00028_0210	AT2G21340
kfl00028_0220	AT2G41900
kfl00028_0230	AT3G21200
kfl00028_0250	AT4G32890
kfl00028_0260	AT2G44580
kfl00028_0270	AT5G06680
kfl00028_0290	AT4G04320
kfl00028_0300	AT1G12770
kfl00028_0330	AT2G37570
kfl00028_0340	AT4G19985
kfl00028_0350	AT3G60340
kfl00028_0400	AT5G38120
kfl00028_0410	AT1G47270
kfl00028_0420	AT3G15550
kfl00028_0430	AT1G58290
kfl00028_0440	AT4G05210
kfl00028_0450	AT2G45120
kfl00028_0460	AT1G17280
kfl00028_0480	AT2G26340
kfl00028_0490	AT5G01920
kfl00028_0500	AT5G06060
kfl00028_0510	AT5G10190
kfl00028_0520	AT1G79940
kfl00028_0530	AT2G20990
kfl00028_0540	AT1G25280
kfl00028_g56	AT2G27970
kfl00028_0550	AT1G03760
kfl00028_0560	AT5G01720
kfl00029_0010	AT1G33270
kfl00029_0020	AT4G02900
kfl00029_0050	AT1G17530
kfl00029_0060	AT5G08415
kfl00029_0070	AT4G26300
kfl00029_0080	AT4G25630
kfl00029_0100	AT1G64550
kfl00029_0110	AT3G52990
kfl00029_0120	AT5G46210
kfl00029_0130	AT2G17820
kfl00029_0150	AT4G36910
kfl00029_0160	AT4G13590
kfl00029_0170	AT3G02230
kfl00029_0180	AT4G18240
kfl00029_0200	AT4G14030
kfl00029_0220	AT4G17370
kfl00029_0250	AT5G41210
kfl00029_0260	AT5G60870
kfl00029_0270	AT5G44635
kfl00029_0280	AT5G41970
kfl00029_0290	AT1G12640
kfl00029_0300	AT2G45460
kfl00029_0310	AT3G19430
kfl00029_0330	AT1G05410
kfl00029_0340	AT1G58025
kfl00029_0350	AT3G04240
kfl00029_0360	AT1G12640
kfl00029_0370	AT3G19430
kfl00029_0380	AT5G20350
kfl00029_0400	AT1G54150
kfl00029_0410	AT3G06060
kfl00029_0420	AT2G42220
kfl00029_g44	AT4G13180
kfl00029_0430	AT4G39460
kfl00029_0450	AT3G26085
kfl00029_0470	AT3G51390
kfl00029_0490	AT5G20660
kfl00029_0500	AT1G08980
kfl00030_0020	AT2G20530
kfl00030_0060	AT1G50380
kfl00030_0070	AT3G19510
kfl00030_0080	AT3G05260
kfl00030_0090	AT2G28210
kfl00030_0120	AT2G42490
kfl00030_0130	AT2G34860
kfl00030_0140	AT2G01980
kfl00030_0150	AT1G73730
kfl00030_0180	AT5G25880
kfl00030_0190	AT5G42890
kfl00030_0210	AT5G48960
kfl00030_0220	AT5G13190
kfl00030_0230	AT3G09920
kfl00030_0240	AT1G22800
kfl00030_0250	AT2G01060
kfl00030_0260	AT1G02860
kfl00030_0270	AT5G66750
kfl00030_0280	AT5G27380
kfl00030_0290	AT2G40600
kfl00030_0300	AT1G16610
kfl00030_0310	AT1G08540
kfl00030_0320	AT1G17870
kfl00030_0330	AT4G00550
kfl00030_0340	AT3G07430
kfl00030_0360	AT3G19220
kfl00030_0370	AT4G11600
kfl00030_0380	AT5G04620
kfl00030_0390	AT4G11350
kfl00030_0410	AT5G47560
kfl00030_0420	AT5G52450
kfl00030_0430	AT5G03430
kfl00030_0440	AT5G07020
kfl00030_0460	AT5G16810
kfl00030_0470	AT3G14400
kfl00031_0010	AT1G12330
kfl00031_0020	AT1G12330
kfl00031_0030	AT4G24280
kfl00031_0040	AT2G45270
kfl00031_0050	AT2G32000
kfl00031_0060	AT3G25570
kfl00031_0080	AT1G44910
kfl00031_0090	AT5G63460
kfl00031_0100	AT5G55060
kfl00031_g12	AT2G46260
kfl00031_0130	AT5G05670
kfl00031_0140	AT4G16410
kfl00031_0150	AT5G03300
kfl00031_0160	AT5G48720
kfl00031_0170	AT3G53970
kfl00031_0180	AT2G42670
kfl00031_0190	AT4G33650
kfl00031_0210	AT1G19330
kfl00031_0230	AT1G14370
kfl00031_0235	AT1G01540
kfl00031_0250	AT4G11010
kfl00031_0260	AT3G25040
kfl00031_0270	AT2G11000
kfl00031_0280	AT5G26680
kfl00031_0290	AT3G06610
kfl00031_0310	AT5G06310
kfl00031_0320	AT2G47960
kfl00031_0330	AT5G59960
kfl00031_0350	AT3G15110
kfl00031_0360	AT5G01470
kfl00031_0370	AT4G33950
kfl00031_0380	AT2G43250
kfl00031_0390	AT4G18230
kfl00031_0400	AT3G19260
kfl00031_0410	AT1G11480
kfl00031_0420	AT4G01150
kfl00031_0430	AT1G04210
kfl00031_0440	AT3G57360
kfl00031_0450	AT3G54830
kfl00031_0470	AT1G50240
kfl00031_0480	AT4G11790
kfl00031_0490	AT3G16190
kfl00031_0500	AT5G41790
kfl00031_0510	AT1G35710
kfl00032_0060	AT2G28780
kfl00032_0070	AT2G41700
kfl00032_0080	AT5G04920
kfl00032_0090	AT1G70600
kfl00032_0110	AT5G58575
kfl00032_0120	AT3G18890
kfl00032_0130	AT5G39830
kfl00032_0140	AT5G24460
kfl00032_0150	AT3G63190
kfl00032_0160	AT5G40440
kfl00032_0170	AT1G48260
kfl00032_0190	AT2G39780
kfl00032_0200	AT5G25070
kfl00032_0210	AT1G72030
kfl00032_0220	AT3G46980
kfl00032_0240	AT4G37460
kfl00032_0260	AT5G15740
kfl00032_0270	AT2G24630
kfl00032_0300	AT1G07400
kfl00032_0310	AT5G58020
kfl00032_0320	AT4G31180
kfl00032_0340	AT4G18490
kfl00032_0350	AT4G05420
kfl00032_0360	AT3G56490
kfl00032_0370	AT5G58330
kfl00032_0380	AT1G51760
kfl00032_0390	AT4G37190
kfl00032_0410	AT3G16190
kfl00032_0420	AT3G10960
kfl00032_0430	AT3G16190
kfl00032_0440	AT4G37680
kfl00032_0450	AT5G20070
kfl00032_0470	AT1G22060
kfl00032_0480	AT2G38570
kfl00032_0490	AT2G31985
kfl00032_0510	AT1G20370
kfl00033_0010	AT5G41480
kfl00033_0020	AT4G37560
kfl00033_0050	AT4G24710
kfl00033_0060	AT2G31260
kfl00033_0080	AT5G47570
kfl00033_0100	AT1G63060
kfl00033_0110	AT3G48140
kfl00033_0120	AT2G44270
kfl00033_0130	AT1G14610
kfl00033_0140	AT1G17270
kfl00033_0150	AT3G01090
kfl00033_0170	AT1G79310
kfl00033_0180	AT3G03330
kfl00033_0210	AT3G19280
kfl00033_0220	AT4G20910
kfl00033_0230	AT1G79310
kfl00033_0270	AT4G37000
kfl00033_0290	AT2G38040
kfl00033_0300	AT1G73440
kfl00033_0310	AT2G16440
kfl00033_0330	AT5G49820
kfl00033_0350	AT1G79380
kfl00033_0390	AT5G15380
kfl00033_0400	AT2G37360
kfl00033_0420	AT2G32190
kfl00034_0020	AT2G41790
kfl00034_0030	AT3G08970
kfl00034_0040	AT3G23920
kfl00034_0050	AT1G04870
kfl00034_0060	AT1G65980
kfl00034_0070	AT2G28230
kfl00034_0080	AT2G29940
kfl00034_0085	AT1G15520
kfl00034_0110	AT3G29160
kfl00034_0120	AT4G04940
kfl00034_0130	AT1G15710
kfl00034_0140	AT2G42600
kfl00034_0150	AT1G75290
kfl00034_0160	AT1G17160
kfl00034_0170	AT4G31670
kfl00034_0180	AT3G43660
kfl00034_0200	AT4G31990
kfl00034_0210	AT4G15520
kfl00034_0220	AT4G30990
kfl00034_0230	AT2G37410
kfl00034_0240	AT5G40382
kfl00034_0250	AT3G13780
kfl00034_0260	AT2G01980
kfl00034_0270	AT5G50450
kfl00034_0280	AT1G79915
kfl00034_0300	AT1G61770
kfl00034_0310	AT5G27420
kfl00034_0320	AT4G33945
kfl00034_0330	AT3G05210
kfl00034_0350	AT3G55340
kfl00034_0370	AT4G36020
kfl00034_0380	AT5G51130
kfl00034_0390	AT2G38770
kfl00034_0400	AT2G33793
kfl00034_0420	AT1G36160
kfl00034_0455	AT1G09730
kfl00034_0460	AT5G46740
kfl00035_0020	AT2G46260
kfl00035_0050	AT4G02030
kfl00035_0060	AT5G26110
kfl00035_0070	AT2G01830
kfl00035_0080	AT2G40890
kfl00035_0090	AT5G46800
kfl00035_0100	AT3G02850
kfl00035_0110	AT3G19420
kfl00035_0160	AT5G27390
kfl00035_0175	AT5G07280
kfl00035_0180	AT2G42810
kfl00035_0190	AT4G20140
kfl00035_0200	AT3G06580
kfl00035_0220	AT5G01390
kfl00035_0230	AT2G03430
kfl00035_0260	AT3G02080
kfl00035_0270	AT2G34630
kfl00035_0280	AT3G60350
kfl00035_0320	AT5G62630
kfl00035_0330	AT4G08770
kfl00035_0350	AT2G15910
kfl00035_0360	AT3G03890
kfl00035_0380	AT2G42790
kfl00036_0030	AT2G42450
kfl00036_0060	AT4G38810
kfl00036_0080	AT3G17330
kfl00036_0090	AT1G70570
kfl00036_0100	AT3G07130
kfl00036_0110	AT4G11350
kfl00036_0120	AT3G07670
kfl00036_0130	AT5G38360
kfl00036_0140	AT5G26700
kfl00036_0150	AT2G37970
kfl00036_0160	AT2G20780
kfl00036_0170	AT3G23610
kfl00036_0180	AT3G18830
kfl00036_0190	AT2G20780
kfl00036_0210	AT1G65260
kfl00036_0220	AT5G06440
kfl00036_0240	AT4G08900
kfl00036_0250	AT5G58440
kfl00036_0260	AT2G24640
kfl00036_0270	AT5G56320
kfl00036_0280	AT4G36390
kfl00036_0290	AT1G03365
kfl00036_0300	AT5G16020
kfl00036_0310	AT5G64040
kfl00036_0340	AT5G23340
kfl00036_0350	AT4G02480
kfl00036_0360	AT1G02890
kfl00036_0370	AT1G28240
kfl00036_0375	AT2G35790
kfl00036_0380	AT5G63960
kfl00036_0390	AT2G17290
kfl00036_g43	AT1G05205
kfl00036_g44	AT2G01440
kfl00036_0400	AT5G62740
kfl00037_0020	AT4G26750
kfl00037_0030	AT5G66005
kfl00037_0050	AT1G49520
kfl00037_0060	AT3G58140
kfl00037_0070	AT1G07540
kfl00037_0080	AT3G13930
kfl00037_0100	AT4G33410
kfl00037_0110	AT1G64660
kfl00037_0130	AT3G02300
kfl00037_0140	AT4G10430
kfl00037_0150	AT1G02140
kfl00037_0160	AT1G50710
kfl00037_0190	AT1G26761
kfl00037_0200	AT5G48580
kfl00037_0210	AT5G56000
kfl00037_0220	AT2G29670
kfl00037_0230	AT2G33730
kfl00037_0240	AT4G16450
kfl00037_0250	AT1G74410
kfl00037_0260	AT3G01850
kfl00037_0270	AT2G29050
kfl00037_0280	AT2G26000
kfl00037_0290	AT4G05320
kfl00037_0300	AT1G24340
kfl00037_0320	AT5G61390
kfl00037_0330	AT3G10620
kfl00037_0370	AT1G11800
kfl00037_0380	AT5G19500
kfl00037_0400	AT2G19520
kfl00037_0420	AT5G25080
kfl00038_0010	AT3G59990
kfl00038_0030	AT1G23030
kfl00038_0050	AT3G48030
kfl00038_0060	AT5G17770
kfl00038_0070	AT2G02500
kfl00038_0080	AT5G04800
kfl00038_0090	AT1G55880
kfl00038_0100	AT5G47680
kfl00038_0110	AT3G61070
kfl00038_0120	AT5G27000
kfl00038_0130	AT5G10920
kfl00038_0170	AT2G42450
kfl00038_0180	AT1G76730
kfl00038_0190	AT2G17820
kfl00038_0210	AT3G27120
kfl00038_0230	AT2G40890
kfl00038_0240	AT5G15200
kfl00038_0260	AT5G63960
kfl00038_0270	AT2G32520
kfl00038_0280	AT1G47220
kfl00038_0290	AT1G74260
kfl00038_0300	AT3G53500
kfl00038_0310	AT1G03350
kfl00038_0325	AT5G22820
kfl00038_0330	AT3G12780
kfl00038_0340	AT5G13510
kfl00038_0350	AT2G43770
kfl00038_0360	AT2G23140
kfl00038_0400	AT4G25315
kfl00038_0410	AT2G32710
kfl00039_0040	AT3G23660
kfl00039_0080	AT4G32320
kfl00039_0090	AT1G65810
kfl00039_0120	AT4G39160
kfl00039_0130	AT1G18910
kfl00039_g14	AT5G37350
kfl00039_0160	AT3G53020
kfl00039_0170	AT2G32590
kfl00039_0200	AT5G24260
kfl00039_0220	AT3G21540
kfl00039_0230	AT5G11010
kfl00039_0240	AT1G79985
kfl00039_0250	AT2G35040
kfl00039_0260	AT4G19230
kfl00039_0270	AT1G16590
kfl00039_0280	AT5G25640
kfl00039_0290	AT3G19210
kfl00039_0300	AT2G26540
kfl00039_0310	AT1G67340
kfl00039_0330	AT3G08590
kfl00039_0340	AT4G36730
kfl00039_0350	AT1G47250
kfl00039_0360	AT4G19003
kfl00039_0370	AT4G04920
kfl00039_0390	AT2G26070
kfl00039_0400	AT2G17200
kfl00039_0410	AT2G41020
kfl00039_0420	AT3G62120
kfl00039_0430	AT1G79040
kfl00039_0440	AT1G79040
kfl00039_0450	AT1G22620
kfl00039_0460	AT1G30630
kfl00040_0020	AT4G14210
kfl00040_0050	AT3G52120
kfl00040_0060	AT2G41760
kfl00040_0070	AT1G53030
kfl00040_0090	AT3G49160
kfl00040_0100	AT5G57950
kfl00040_0110	AT5G35750
kfl00040_0120	AT2G04032
kfl00040_0130	AT5G11510
kfl00040_0140	AT5G01230
kfl00040_0150	AT4G03180
kfl00040_0180	AT4G23430
kfl00040_0200	AT3G55040
kfl00040_0210	AT4G02620
kfl00040_0220	AT2G43070
kfl00040_0230	AT3G02360
kfl00040_0240	AT5G37475
kfl00040_0260	AT2G45490
kfl00040_0270	AT2G43120
kfl00040_0290	AT1G75670
kfl00040_0300	AT2G34560
kfl00040_0310	AT1G05630
kfl00040_0320	AT3G13445
kfl00040_0330	AT1G22450
kfl00040_0380	AT1G72250
kfl00040_0390	AT3G04970
kfl00040_0420	AT1G48360
kfl00040_0430	AT3G26570
kfl00040_0435	AT3G26570
kfl00041_0010	AT1G65900
kfl00041_0020	AT3G07560
kfl00041_0030	AT1G34550
kfl00041_0040	AT3G49650
kfl00041_0050	AT3G07200
kfl00041_0070	AT3G44050
kfl00041_0075	AT4G27400
kfl00041_0080	AT3G19430
kfl00041_0090	AT2G41700
kfl00041_0100	AT5G21920
kfl00041_0120	AT3G21610
kfl00041_0130	AT2G31400
kfl00041_0140	AT5G01220
kfl00041_0150	AT4G32950
kfl00041_0160	AT2G30890
kfl00041_g21	AT3G07570
kfl00041_g22	AT2G30890
kfl00041_0170	AT1G32080
kfl00041_0180	AT2G46210
kfl00041_0190	AT4G35570
kfl00041_0200	AT4G30440
kfl00041_0210	AT4G18810
kfl00041_0220	AT1G06290
kfl00041_0230	AT1G66340
kfl00041_0240	AT3G23920
kfl00041_0250	AT5G56290
kfl00041_0270	AT1G11950
kfl00042_0010	AT4G23160
kfl00042_0020	AT5G60010
kfl00042_0030	AT5G65160
kfl00042_0040	AT5G27400
kfl00042_0050	AT3G56070
kfl00042_0080	AT2G39420
kfl00042_0090	AT1G32850
kfl00042_0100	AT5G18570
kfl00042_0120	AT2G41000
kfl00042_0130	AT2G02960
kfl00042_0150	AT2G01410
kfl00042_0160	AT2G37240
kfl00042_0170	AT5G26594
kfl00042_0180	AT1G01220
kfl00042_0185	AT1G01220
kfl00042_0190	AT2G03667
kfl00042_0230	AT5G11340
kfl00042_0240	AT5G43100
kfl00042_0250	AT4G26900
kfl00043_0010	AT1G50910
kfl00043_0020	AT1G79190
kfl00043_0040	AT5G52970
kfl00043_0050	AT1G56145
kfl00043_0070	AT3G26090
kfl00043_0080	AT1G26930
kfl00043_0090	AT3G49550
kfl00043_0100	AT4G29120
kfl00043_0120	AT2G31490
kfl00043_0130	AT3G57150
kfl00043_0140	AT5G11050
kfl00043_0150	AT4G34570
kfl00043_0180	AT1G53750
kfl00043_0200	AT1G57770
kfl00043_g21	AT1G18260
kfl00043_0210	AT3G60370
kfl00043_0220	AT4G08390
kfl00043_0230	AT5G03770
kfl00043_0240	AT4G37550
kfl00043_0250	AT1G60080
kfl00043_0260	AT1G79950
kfl00043_0280	AT3G53040
kfl00043_0290	AT5G45560
kfl00043_0310	AT1G09070
kfl00043_0320	AT3G06950
kfl00043_0330	AT5G37500
kfl00043_0350	AT1G04420
kfl00043_0360	AT2G26710
kfl00043_0370	AT3G13670
kfl00043_0390	AT1G68660
kfl00043_0400	AT5G61410
kfl00044_0010	AT1G26665
kfl00044_0020	AT5G47010
kfl00044_0030	AT2G04700
kfl00044_0050	AT3G07930
kfl00044_0060	AT5G66090
kfl00044_0070	AT1G32790
kfl00044_0120	AT4G15760
kfl00044_0130	AT3G58800
kfl00044_0150	AT4G00830
kfl00044_0160	AT3G15690
kfl00044_0170	AT1G12230
kfl00044_0180	AT5G52545
kfl00044_0200	AT4G29140
kfl00044_0210	AT2G28260
kfl00044_0220	AT4G01160
kfl00044_0225	AT2G46260
kfl00044_0230	AT3G26410
kfl00044_0240	AT5G50930
kfl00044_0270	AT3G07740
kfl00044_0280	AT2G39010
kfl00044_0290	AT1G17690
kfl00044_0300	AT1G69740
kfl00044_0310	AT5G48545
kfl00044_0320	AT4G19400
kfl00044_0330	AT3G14010
kfl00044_0350	AT4G34660
kfl00044_0370	AT4G20890
kfl00044_0400	AT5G25880
kfl00044_0410	AT1G09340
kfl00044_0420	AT2G21870
kfl00044_0430	AT5G49710
kfl00045_0010	AT3G29170
